org.geotools:gt-data	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10651	new
org.geotools:gt-epsg-hsql	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10652	new
org.geotools:gt-geojson	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10653	new
org.geotools:gt-geotiff	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10654	new
org.geotools:gt-graph	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10655	new
org.geotools:gt-grid	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10656	new
org.geotools:gt-imageio-ext-gdal	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10657	new
org.geotools:gt-main	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10658	new
org.geotools:gt-metadata	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10659	new
org.geotools:gt-opengis	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10660	new
org.geotools:gt-process	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10661	new
org.geotools:gt-process-feature	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10662	new
org.geotools:gt-referencing	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10663	new
org.geotools:gt-render	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10664	new
org.geotools:gt-shapefile	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10665	new
org.geotools:gt-transform	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10666	new
org.geotools:gt-xml	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10667	new
org.geotools.ogc:net.opengis.fes	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10668	new
org.geotools.ogc:net.opengis.ows	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10669	new
org.geotools.ogc:net.opengis.wfs	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10670	new
org.geotools.ogc:org.w3.xlink	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10671	new
org.geotools.xsd:gt-xsd-core	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10672	new
org.geotools.xsd:gt-xsd-fes	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10673	new
org.geotools.xsd:gt-xsd-filter	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10674	new
org.geotools.xsd:gt-xsd-gml2	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10675	new
org.geotools.xsd:gt-xsd-gml3	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10676	new
org.geotools.xsd:gt-xsd-ows	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10677	new
org.geotools.xsd:gt-xsd-wfs	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10678	new
org.hsqldb:hsqldb	2.3.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8727	approved
org.jdom:jdom	1.1.3	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8676	approved
org.joda:joda-convert	1.6	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8432	approved
org.jruby.jcodings:jcodings	1.0.8	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10635	new
org.jruby.joni:joni	2.1.2	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10636	new
org.json4s:json4s-ast_2.11	3.2.10	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10631	new
org.json4s:json4s-core_2.11	3.2.10	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10631	new
org.json4s:json4s-native_2.11	3.2.10	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10631	new
org.mortbay.jetty:jetty-util	6.1.26	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10642	new
org.objenesis:objenesis	1.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10301	approved
